Key	MapManNumber	Description
AT3G47370.1	GMM:29.2.1.2.1.20	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S20
AT3G47470.1	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I
AT3G47480.1	GMM:30.3	signalling.calcium
AT3G47520.1	GMM:8.2.9	TCA / organic transformation.other organic acid transformations.cyt MDH
AT3G47630.1	GMM:35.2	not assigned.unknown
AT3G47650.1	GMM:33.99	development.unspecified
AT3G47780.1	GMM:34.16	transport.ABC transporters and multidrug resistance systems
AT3G47800.1	GMM:3.5	minor CHO metabolism.others
AT3G47890.1	GMM:29.5.11	protein.degradation.ubiquitin
AT3G48000.1	GMM:5.10	fermentation.aldehyde dehydrogenase
AT3G48050.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G48170.1	GMM:16.4.2.1	secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase
AT3G48190.1	GMM:29.4.1	protein.postranslational modification.kinase
AT3G48200.1		
AT3G48420.1		
AT3G48560.1	GMM:13.1.4.1.1	amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase
AT3G48670.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT3G48730.1	GMM:19.3	tetrapyrrole synthesis.GSA
AT3G48770.1	GMM:35.2	not assigned.unknown
AT3G48810.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT3G48850.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
AT3G48890.1	GMM:21.2	redox.ascorbate and glutathione
AT3G48930.1	GMM:29.2.1.2.1.11	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S11
AT3G49010.1	GMM:29.2.1.2.2.13	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13
AT3G49120.1	GMM:26.12	misc.peroxidases
AT3G49210.1	GMM:35.2	not assigned.unknown
AT3G49240.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT3G49560.1	GMM:29.3.2	protein.targeting.mitochondria
AT3G49650.1	GMM:31.1	cell.organisation
AT3G49830.1	GMM:28.99	DNA.unspecified
AT3G49900.1	GMM:35.1.9	not assigned.no ontology.BTB/POZ domain-containing protein
AT3G49910.1	GMM:29.2.1.2.2.26	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L26
AT3G49960.1	GMM:26.12	misc.peroxidases
AT3G49970.1	GMM:30.11	signalling.light
AT3G50010.1	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein
AT3G50050.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G50090.1	GMM:28.99	DNA.unspecified
AT3G50280.1	GMM:16.2	secondary metabolism.phenylpropanoids
AT3G50370.1	GMM:35.2	not assigned.unknown
AT3G50380.1	GMM:35.2	not assigned.unknown
AT3G50530.1	GMM:29.4	protein.postranslational modification
AT3G50610.1	GMM:35.2	not assigned.unknown
AT3G50651.1		
AT3G50760.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
AT3G50820.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
AT3G50840.1	GMM:30.11	signalling.light
AT3G50970.1	GMM:20.2.99	stress.abiotic.unspecified
AT3G51240.1	GMM:16.8.3.2	secondary metabolism.flavonoids.dihydroflavonols.flavanone 3-hydroxylase
AT3G51260.1	GMM:29.5	protein.degradation
AT3G51310.1	GMM:29.3.4.3	protein.targeting.secretory pathway.vacuole
AT3G51440.1	GMM:16.4.1	secondary metabolism.N misc.alkaloid-like
AT3G51570.1	GMM:20.1.7	stress.biotic.PR-proteins
AT3G51800.1	GMM:29.5	protein.degradation
AT3G51840.1	GMM:11.9.4.2	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH
AT3G52000.1	GMM:29.5.5	protein.degradation.serine protease
AT3G52010.1	GMM:29.5.5	protein.degradation.serine protease
AT3G52030.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT3G52150.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G52160.1	GMM:11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase
AT3G52180.1	GMM:2.2.2.10	major CHO metabolism.degradation.starch.laforin like phosphoglucan phosphatase (SEX4)
AT3G52250.1	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
AT3G52300.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT3G52380.1	GMM:27.4	RNA.RNA binding
AT3G52720.1	GMM:8.3	TCA / organic transformation.carbonic anhydrases
AT3G52880.1	GMM:21.2	redox.ascorbate and glutathione
AT3G52930.1	GMM:4.3.10	glycolysis.unclear/dually targeted.aldolase
AT3G52960.1	GMM:21.5	redox.peroxiredoxin
AT3G52990.1	GMM:4.1.14	glycolysis.cytosolic branch.pyruvate kinase (PK)
AT3G53020.1	GMM:29.2.1.2.2.24	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L24
AT3G53260.1	GMM:16.2.1.1	secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL
AT3G53310.1	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family
AT3G53420.1	GMM:34.19.1	transport.major intrinsic proteins.PIP
AT3G53440.1	GMM:28.1	DNA.synthesis/chromatin structure
AT3G53460.1	GMM:27.4;GMM:27.3.99	RNA.RNA binding;RNA.regulation of transcription.unclassified
AT3G53540.1	GMM:35.2	not assigned.unknown
AT3G53590.1	GMM:30.2.8.1	signalling.receptor kinases.leucine rich repeat VIII.type 1
AT3G53650.1	GMM:28.1.3.2.2	DNA.synthesis/chromatin structure.histone.core.H2B
AT3G53740.1	GMM:29.2.1.2.2.36	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L36
AT3G53790.1	GMM:28.1	DNA.synthesis/chromatin structure
AT3G53870.1	GMM:29.2.1.2.1.3	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3
AT3G53990.2	GMM:20.2.2	stress.abiotic.cold
AT3G54050.1	GMM:1.3.7	PS.calvin cycle.FBPase
AT3G54110.1	GMM:9.8	mitochondrial electron transport / ATP synthesis.uncoupling protein
AT3G54160.1	GMM:31.4	cell.vesicle transport
AT3G54170.1	GMM:31.1	cell.organisation
AT3G54210.1	GMM:29.2.1.1.1.2.17	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L17
AT3G54390.1	GMM:27.3.30	RNA.regulation of transcription.triple-helix transcription factor family (Trihelix)
AT3G54400.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G54470.1	GMM:23.1.1.5	nucleotide metabolism.synthesis.pyrimidine.uridine 5'-monophosphate synthase
AT3G54640.1	GMM:13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase
AT3G54820.1	GMM:34.19.1	transport.major intrinsic proteins.PIP
AT3G54890.1	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I
AT3G54900.1	GMM:34.21	transport.calcium
AT3G54910.1		
AT3G54930.1	GMM:29.4	protein.postranslational modification
AT3G55060.1	GMM:28.1	DNA.synthesis/chromatin structure
AT3G55070.1		
AT3G55120.1	GMM:16.8.2.2	secondary metabolism.flavonoids.chalcones.chalcone isomerase
AT3G55250.1		
AT3G55280.1	GMM:29.2.1.2.2.523	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23A
AT3G55330.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
AT3G55410.1	GMM:8.1.5	TCA / organic transformation.TCA.2-oxoglutarate dehydrogenase
AT3G55440.1	GMM:4.1.7	glycolysis.cytosolic branch.triosephosphate isomerase (TPI)
AT3G55500.1	GMM:10.7	cell wall.modification
AT3G55573.1		
AT3G55600.1	GMM:35.2	not assigned.unknown
AT3G55650.1	GMM:4.1.14	glycolysis.cytosolic branch.pyruvate kinase (PK)
AT3G55700.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
AT3G55800.1	GMM:1.3.9	PS.calvin cycle.sedoheptulose bisphosphatase
AT3G56070.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase
AT3G56150.1	GMM:29.2.3	protein.synthesis.initiation
AT3G56190.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
AT3G56240.1	GMM:15.2	"metal handling.binding, chelation and storage"
AT3G56310.1	GMM:3.8.2	minor CHO metabolism.galactose.alpha-galactosidases
AT3G56320.1	GMM:35.1	not assigned.no ontology
AT3G56410.1	GMM:35.2	not assigned.unknown
AT3G56450.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
AT3G56490.1	GMM:29.4	protein.postranslational modification
AT3G56760.1	GMM:30.3	signalling.calcium
AT3G56780.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT3G56910.1	GMM:29.2.1.1.1.2.85	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.PSRP5
AT3G56930.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G56940.1	GMM:19.12	tetrapyrrole synthesis.magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
AT3G57140.1	GMM:33.1	development.storage proteins
AT3G57150.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT3G57190.1	GMM:29.2.5	protein.synthesis.release
AT3G57250.1		
AT3G57290.1	GMM:29.2.3	protein.synthesis.initiation
AT3G57610.1	GMM:23.1.2.20	nucleotide metabolism.synthesis.purine.adenylosuccinate synthase
AT3G57660.1	GMM:27.2	RNA.transcription
AT3G57740.1	GMM:29.4	protein.postranslational modification
AT3G57920.1	GMM:33.3	development.squamosa promoter binding like (SPL)
AT3G58140.1	GMM:29.1.20	protein.aa activation.phenylalanine-tRNA ligase
AT3G58200.1		
AT3G58240.1		
AT3G58410.1	GMM:35.1	not assigned.no ontology
AT3G58570.1	GMM:27.1.2	RNA.processing.RNA helicase
AT3G58610.1	GMM:13.1.4.1.2	amino acid metabolism.synthesis.branched chain group.common.ketol-acid reductoisomerase
AT3G58660.1	GMM:29.2.1.2.2.99	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.unknown
AT3G58730.1	GMM:34.1.1.3	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit D
AT3G58790.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
AT3G58860.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT3G59080.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G59300.1	GMM:35.2	not assigned.unknown
AT3G59350.1	GMM:29.4.1.58	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII
AT3G59400.1	GMM:19.40	tetrapyrrole synthesis.regulation
AT3G59760.1	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL
AT3G59770.1	GMM:30.4	signalling.phosphinositides
AT3G59780.1		
AT3G59820.1	GMM:30.3	signalling.calcium
AT3G59920.1	GMM:30.5	signalling.G-proteins
AT3G59970.1	GMM:25.6	C1-metabolism.methylenetetrahydrofolate reductase
AT3G59970.3	GMM:25.6	C1-metabolism.methylenetetrahydrofolate reductase
AT3G60060.1		
AT3G60240.2	GMM:29.2.3	protein.synthesis.initiation
AT3G60250.1	GMM:29.4.1	protein.postranslational modification.kinase
AT3G60380.1		
AT3G60570.1	GMM:10.7	cell wall.modification
AT3G60580.1	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family
AT3G60730.1	GMM:10.8.99	cell wall.pectinesterases.misc
AT3G60750.1	GMM:7.2.1;GMM:1.3.8	OPP.non-reductive PP.transketolase;PS.calvin cycle.transketolase
AT3G60770.1	GMM:29.2.1.2.1.13	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S13
AT3G60820.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT3G60840.1	GMM:31.1	cell.organisation
AT3G61040.1	GMM:26.10	misc.cytochrome P450
AT3G61111.1	GMM:35.2;GMM:29.2.1.2.1.27	not assigned.unknown;protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27
AT3G61150.1	GMM:33.99	development.unspecified
AT3G61440.1	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL
AT3G61470.1	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I
AT3G61480.1	GMM:35.2	not assigned.unknown
AT3G61540.1	GMM:29.5	protein.degradation
AT3G61570.1	GMM:31.4	cell.vesicle transport
AT3G61670.1	GMM:35.1	not assigned.no ontology
AT3G61730.1		
AT3G61740.1	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
AT3G61800.1	GMM:35.2	not assigned.unknown
AT3G62000.1	GMM:16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT
AT3G62030.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase
AT3G62120.1	GMM:29.1.40	protein.aa activation.bifunctional aminoacyl-tRNA synthetase
AT3G62130.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G62250.1	GMM:29.5.11	protein.degradation.ubiquitin
AT3G62410.1	GMM:1.3	PS.calvin cycle
AT3G62530.1	GMM:35.1.3	not assigned.no ontology.armadillo/beta-catenin repeat family protein
AT3G62590.1	GMM:11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase
AT3G62600.1	GMM:20.2.1	stress.abiotic.heat
AT3G62870.1	GMM:29.2.1.2.2.57	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7A
AT3G62900.1	GMM:35.2	not assigned.unknown
AT3G63140.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT3G63150.1	GMM:30.5	signalling.G-proteins
AT3G63160.1		
AT3G63170.1		
AT3G63180.1		
AT3G63190.1	GMM:31.2	cell.division
AT3G63410.1	GMM:16.1.3.3	secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase
AT3G63460.1		
AT3G63490.1	GMM:29.2.1.1.1.2.1	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L1
AT4G00100.1	GMM:29.2.1.2.1.13	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S13
AT4G00130.1		
AT4G00140.1		
AT4G00200.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT4G00320.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT4G00790.1		
AT4G00930.1	GMM:33.99	development.unspecified
AT4G00970.1	GMM:30.2.17	signalling.receptor kinases.DUF 26
AT4G01010.1	GMM:34.22	transport.cyclic nucleotide or calcium regulated channels
AT4G01050.1	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins
AT4G01150.1		
AT4G01260.1		
AT4G01310.1	GMM:29.2.1.1.1.2.5	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L5
AT4G01370.1	GMM:30.6	signalling.MAP kinases
AT4G01460.1	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
AT4G01540.2	GMM:33.99	development.unspecified
AT4G01550.1	GMM:33.99	development.unspecified
AT4G01690.1	GMM:19.9	tetrapyrrole synthesis.protoporphyrin IX oxidase
AT4G01810.1	GMM:29.3.4.2	protein.targeting.secretory pathway.golgi
AT4G01895.1	GMM:20.1	stress.biotic
AT4G01900.1	GMM:30.1	signalling.in sugar and nutrient physiology
AT4G01990.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT4G02110.1	GMM:35.1	not assigned.no ontology
AT4G02230.1	GMM:29.2.1.2.2.19	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L19
AT4G02405.1		
AT4G02450.1	GMM:35.1.40	not assigned.no ontology.glycine rich proteins
AT4G02520.1	GMM:26.9	misc.glutathione S transferases
AT4G02530.1	GMM:35.1	not assigned.no ontology
AT4G02580.1	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear
AT4G02770.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
AT4G02820.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT4G02871.1		
AT4G02930.1	GMM:29.2.4	protein.synthesis.elongation
AT4G03000.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT4G03280.1	GMM:1.1.3	PS.lightreaction.cytochrome b6/f
AT4G03280.2	GMM:1.1.3	PS.lightreaction.cytochrome b6/f
AT4G03480.1	GMM:31.1	cell.organisation
AT4G03520.1	GMM:21.1	redox.thioredoxin
AT4G03550.1	GMM:3.6	minor CHO metabolism.callose
AT4G04020.1	GMM:31.1	cell.organisation
AT4G04350.1	GMM:29.1.4	protein.aa activation.leucine-tRNA ligase
AT4G04610.1	GMM:14.2	S-assimilation.APR
AT4G04640.1	GMM:1.1.4.4	PS.lightreaction.ATP synthase.gamma chain
AT4G04790.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G04800.1	GMM:29.4	protein.postranslational modification
AT4G04955.1	GMM:23.2	nucleotide metabolism.degradation
AT4G05080.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT4G05180.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
AT4G05200.1	GMM:30.2.17	signalling.receptor kinases.DUF 26
AT4G06634.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT4G08210.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G08310.1		
AT4G08320.1	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)
AT4G08390.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate
AT4G08580.1	GMM:31.1	cell.organisation
AT4G08730.1		
AT4G08760.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT4G08878.1	GMM:34.7	transport.phosphate
AT4G09000.1	GMM:30.7	signalling.14-3-3 proteins
AT4G09010.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate
AT4G09040.1	GMM:27.4	RNA.RNA binding
AT4G09140.1	GMM:28.2	DNA.repair
AT4G09320.1	GMM:23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase
AT4G09420.1	GMM:20.1.7	stress.biotic.PR-proteins
AT4G09510.1	GMM:2.2.1.3.1	major CHO metabolism.degradation.sucrose.invertases.neutral
AT4G09650.1	GMM:1.1.4.7	PS.lightreaction.ATP synthase.delta chain
AT4G09670.1		
AT4G09820.1	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
AT4G09940.1	GMM:20.1	stress.biotic
AT4G09950.1	GMM:20.1	stress.biotic
AT4G10060.1	GMM:35.2	not assigned.unknown
AT4G10300.1		
AT4G10320.1	GMM:29.1.5	protein.aa activation.isoleucine-tRNA ligase
AT4G10340.1	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
AT4G10390.1	GMM:30.2.99	signalling.receptor kinases.misc
AT4G10440.1	GMM:20.2.3	stress.abiotic.drought/salt
AT4G10480.1	GMM:29.2.4	protein.synthesis.elongation
AT4G10760.1	GMM:25	C1-metabolism
AT4G10780.1	GMM:20.1.7	stress.biotic.PR-proteins
AT4G10920.1	GMM:27.3.50	RNA.regulation of transcription.general transcription
AT4G11010.1	GMM:23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase
AT4G11110.1	GMM:30.11	signalling.light
AT4G11150.1	GMM:34.1.1.4	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit E
AT4G11210.1	GMM:20.1.7	stress.biotic.PR-proteins
AT4G11230.1	GMM:20.1.1	stress.biotic.respiratory burst
AT4G11420.1	GMM:29.2.3	protein.synthesis.initiation
AT4G11600.1	GMM:21.2.2	redox.ascorbate and glutathione.glutathione
AT4G11650.1	GMM:20.2	stress.abiotic
AT4G11800.1	GMM:26.13	misc.acid and other phosphatases
AT4G11880.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT4G12010.1	GMM:20.1.7	stress.biotic.PR-proteins
AT4G12020.1	GMM:27.3.32;GMM:20.1.5	RNA.regulation of transcription.WRKY domain transcription factor family;stress.biotic.regulation of transcription
AT4G12400.1	GMM:20	stress
AT4G12440.1	GMM:23.3.1.1	nucleotide metabolism.salvage.phosphoribosyltransferases.adenine phosphoribosyltransferase (APRT)
AT4G12610.1	GMM:27.2	RNA.transcription
AT4G12640.1	GMM:30.5	signalling.G-proteins
AT4G12670.1	GMM:35.2	not assigned.unknown
AT4G12740.1	GMM:28.1	DNA.synthesis/chromatin structure
AT4G12750.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT4G12790.1	GMM:35.1	not assigned.no ontology
AT4G12800.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
AT4G13070.1	GMM:27.1.1	RNA.processing.splicing
AT4G13170.1	GMM:29.2.1.2.2.513	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13A
AT4G13200.1		
AT4G13340.1	GMM:10.5.3	cell wall.cell wall proteins.LRR
AT4G13360.1	GMM:13.2.6.3;GMM:11.9.4.3	amino acid metabolism.degradation.aromatic aa.tryptophan;lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase
AT4G13430.1	GMM:8.2.3;GMM:16.5.1.1.1.3	TCA / organic transformation.other organic acid transformations.aconitase;secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate isomerase large subunit (MAM-IL)
AT4G13550.1	GMM:11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase
AT4G13570.1	GMM:28.1.3.2.1	DNA.synthesis/chromatin structure.histone.core.H2A
AT4G13850.1	GMM:27.4	RNA.RNA binding
AT4G13930.1	GMM:25.1	C1-metabolism.glycine hydroxymethyltransferase
AT4G13940.1	GMM:13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine
AT4G14030.1	GMM:15	metal handling
AT4G14040.1	GMM:15	metal handling
AT4G14270.1		
AT4G14360.1	GMM:20.2.3	stress.abiotic.drought/salt
AT4G14370.1	GMM:20.1.7	stress.biotic.PR-proteins
AT4G14510.1		
AT4G14570.1	GMM:29.5	protein.degradation
AT4G14605.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT4G14680.1	GMM:14.1	S-assimilation.APS
AT4G14690.1	GMM:30.11	signalling.light
AT4G14760.1	GMM:28.1	DNA.synthesis/chromatin structure
AT4G14850.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G14880.1	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL
AT4G14890.1	GMM:26.30	misc.other Ferredoxins and Rieske domain
AT4G14960.1	GMM:31.1	cell.organisation
AT4G14960.2	GMM:31.1	cell.organisation
AT4G15000.1	GMM:29.2.1.2.2.27	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27
AT4G15010.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
AT4G15180.1	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
AT4G15300.1	GMM:26.10	misc.cytochrome P450
AT4G15620.1		
AT4G16155.1	GMM:11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH
AT4G16340.1	GMM:31.1;GMM:30.5	cell.organisation;signalling.G-proteins
AT4G16430.1	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
AT4G16460.1		
AT4G16480.1	GMM:34.2	transport.sugars
AT4G16680.1	GMM:27.1.2	RNA.processing.RNA helicase
AT4G16720.1	GMM:29.2.1.2.2.15	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L15
AT4G16950.1	GMM:20.1	stress.biotic
AT4G17040.1	GMM:29.5.5	protein.degradation.serine protease
AT4G17050.1	GMM:27.3.30	RNA.regulation of transcription.triple-helix transcription factor family (Trihelix)
AT4G17140.1	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein
AT4G17160.1	GMM:30.5	signalling.G-proteins
AT4G17210.1	GMM:31.1	cell.organisation
AT4G17520.1	GMM:27.4	RNA.RNA binding
AT4G17530.1	GMM:30.5	signalling.G-proteins
AT4G17830.1	GMM:29.5	protein.degradation
AT4G18100.1	GMM:29.2.1.2.2.32	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L32
AT4G18180.1	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases
AT4G18300.1	GMM:29.2.3	protein.synthesis.initiation
AT4G18465.1	GMM:27.1.2	RNA.processing.RNA helicase
AT4G18480.1	GMM:19.10	tetrapyrrole synthesis.magnesium chelatase
AT4G18570.1	GMM:35.1.42	not assigned.no ontology.proline rich family
AT4G18660.1		
AT4G18670.1	GMM:10.5.3	cell wall.cell wall proteins.LRR
AT4G18800.1	GMM:30.5	signalling.G-proteins
AT4G18830.1	GMM:33.99	development.unspecified
AT4G19090.1		
AT4G19200.1	GMM:35.1.42	not assigned.no ontology.proline rich family
AT4G19410.1	GMM:10.8.2	cell wall.pectinesterases.acetyl esterase
AT4G19610.1	GMM:27.4	RNA.RNA binding
AT4G19650.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT4G19660.1	GMM:31.1;GMM:20.1.7.10	cell.organisation;stress.biotic.PR-proteins.PR10 (ribonucleases)
AT4G19710.1	GMM:13.1.3.6.1.10	amino acid metabolism.synthesis.aspartate family.misc.homoserine.bifunctional aspartate kinase/homoserine dehydrogenase
AT4G19880.1	GMM:26.9	misc.glutathione S transferases
AT4G20050.1	GMM:35.2	not assigned.unknown
AT4G20130.1	GMM:1.3.13	PS.calvin cycle.rubisco interacting
AT4G20260.1	GMM:30.4	signalling.phosphinositides
AT4G20360.1	GMM:29.2.4	protein.synthesis.elongation
AT4G20770.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G20850.1	GMM:29.5.5	protein.degradation.serine protease
AT4G20890.1	GMM:31.1	cell.organisation
AT4G20940.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III
AT4G20980.1	GMM:29.2.3	protein.synthesis.initiation
AT4G21010.1	GMM:27.2	RNA.transcription
AT4G21150.1	GMM:33.99	development.unspecified
AT4G21240.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT4G21280.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
AT4G21370.1	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like
AT4G21390.1	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like
AT4G21430.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT4G21660.1	GMM:27.1.1	RNA.processing.splicing
AT4G21705.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT4G21710.1	GMM:27.2	RNA.transcription
AT4G21860.1	GMM:29.4	protein.postranslational modification
AT4G21880.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G22240.1	GMM:31.1	cell.organisation
AT4G22300.1	GMM:11.9.3.2	lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase
AT4G22430.1		
AT4G22530.1	GMM:33.99	development.unspecified
AT4G22570.1	GMM:23.3.1.1	nucleotide metabolism.salvage.phosphoribosyltransferases.adenine phosphoribosyltransferase (APRT)
AT4G22670.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
